poi_id,category_id
5960157,56
27679366,62
24109775,56
15106411,48
8310688,256
9715548,115
19516465,63
19327228,140
19327228,175
19459687,357
12860120,56
19500276,147
19500276,154
15685943,56
19596230,48
19408022,128
19408022,129
17582527,125
27497979,98
18178406,48
19125869,249
19102851,140
19102851,129
18978667,48
18996024,126
17450478,358
19116125,73
17653970,332
9996643,359
20295582,177
19041755,72
17604614,72
17713575,56
23963248,48
4283188,72
17632100,56
11695391,27
17632152,126
17653187,48
17623672,48
12212100,48
6436751,74
15661725,48
17558133,72
15708927,360
17432329,48
17427184,48
17543521,78
9718464,118
8310437,56
33018176,117
15019686,52
25269981,48
15059685,48
16811460,56
19983914,256
9596399,56
16724811,48
16724834,48
14120389,48
26851178,39
34440500,48
15746122,261
34107011,256
7298673,52
34435229,251
15349135,48
15236695,361
15232813,72
14067857,48
15113015,48
34462698,1
12703358,48
11648395,27
15058908,56
4757835,72
8071607,56
13485265,48
14986133,77
14199295,74
25558644,100
13934152,56
25275416,362
25188818,72
8300103,56
12833172,77
25094305,72
7112058,56
12892793,48
32788038,363
14956572,108
14067872,48
13108124,56
12821921,56
31632380,102
12598378,48
17376382,364
10841527,48
12454068,41
15349040,226
28031993,56
24892850,295
12184254,105
11879438,158
6872379,56
2357943,108
7160356,56
11799786,78
3702217,56
11624517,48
6956983,48
8291614,72
11443980,56
11436634,240
11435974,91
10832493,56
25273033,9
10820677,108
9996659,359
7940542,67
27494209,365
9974377,48
14790415,134
19717967,366
8099398,56
13518067,91
8861035,48
21023379,180
8380711,48
8017895,72
7928953,72
27463171,124
12504892,48
2527516,108
26322759,173
10388517,117
8783388,48
11510519,77
25307438,48
11443619,48
33761555,367
6628601,48
4972796,72
10700975,72
14010832,41
14928546,48
15334311,325
29565819,368
30762582,58
29573642,18
33023587,51
33472573,362
23997911,63
24966625,15
25100614,10
20033877,369
23578019,15
25032452,64
26853386,9
34382622,18
34363210,370
34231065,9
317902,72
4473400,72
7931717,48
27101627,371
34348392,48
14795415,72
20923745,350
8617840,48
4007510,72
11733617,72
23948575,220
32979951,9
33121010,372
5501677,48
8444861,113
1809055,293
30076799,48
20974942,99
14067685,329
13934111,48
15354164,373
4795421,48
12906749,48
7916284,72
25295735,9
23085855,254
14206148,48
7043130,72
25100601,293
2385864,56
10815297,56
28319722,27
4520866,48
13358578,48
27148823,228
20112263,209
27532523,48
32806392,374
25211005,72
11443792,48
9996374,359
19466077,99
14175744,48
19458628,56
23906586,118
16780504,98
13613302,48
15146461,48
1769802,48
27539298,64
4153669,86
9996440,359
15019430,48
20329310,77
25398654,371
33217586,375
34333745,18
34341875,18
34342195,18
15125164,72
4552202,56
8317478,48
14111778,56
25897380,52
27577141,48
7950980,72
20887487,376
27158974,48
23355541,48
34239306,118
17379232,48
25131060,56
15273838,48
14097738,77
12987329,56
21306887,80
15750131,126
33376795,350
25446489,48
14132672,48
12829921,37
10836471,48
19449317,63
27150922,118
20305881,77
25335358,180
9715545,176
25181323,118
33020222,86
17695807,56
24133059,149
33178150,58
33672474,86
32761878,48
25348750,3
21003760,350
34307974,18
26778502,192
27416653,99
33249762,117
20105024,77
27476214,56
17376195,77
9794900,341
17791332,77
27490034,56
5772731,173
32976648,277
2232886,48
9806390,117
12511664,117
11929801,256
11547229,77
7907341,56
11435998,77
8262806,48
11437239,77
19042146,72
19041785,48
26632244,77
20328745,98
4945634,56
10068765,48
28285027,56
21027862,352
26853903,86
11725999,48
20999961,72
26632193,77
33669397,86
9996647,359
24132166,72
11694389,48
33018545,86
28134656,341
33073222,98
34107459,48
6983488,48
12729844,48
11443631,48
32794573,48
14960509,48
11698450,377
9552996,48
27495616,131
17414903,56
18114680,48
17579866,48
17432339,108
17325012,378
33271012,48
13391931,48
12829864,329
19413584,56
27721700,48
12816772,256
11744513,108
17389797,144
17547332,48
6438519,48
27752784,86
33012832,86
9974597,48
17528736,48
33250208,117
15300685,117
15085936,48
11887667,379
15129760,117
1853114,155
4795443,48
8611143,48
8861229,99
8540320,56
4607958,56
4945383,149
8861987,48
4040390,72
5851347,56
6019577,56
4610854,173
4795417,56
4751147,56
8571601,258
8654071,36
2648878,48
11513194,4
11639490,56
