user_id,origin_id
2951,701.0
2952,42.0
2953,115.0
2954,1.0
2956,1.0
2957,702.0
2958,265.0
2959,21.0
2961,551.0
2962,88.0
2963,164.0
2964,42.0
2967,42.0
2969,503.0
2970,703.0
2971,517.0
2975,613.0
2976,1.0
2977,115.0
2978,704.0
2979,42.0
2981,705.0
2983,328.0
2984,1.0
2985,706.0
2988,41.0
2989,42.0
2990,707.0
2991,292.0
2992,1.0
2993,1.0
2994,708.0
2996,709.0
2997,38.0
2998,1.0
3000,269.0
3002,710.0
3003,9.0
3007,588.0
3010,711.0
3011,1.0
3015,712.0
3016,1.0
3017,102.0
3018,144.0
3019,251.0
3020,713.0
3021,714.0
3026,715.0
3032,33.0
3036,1.0
3037,1.0
3040,1.0
3052,1.0
3055,3.0
3056,25.0
3057,64.0
3063,1.0
3066,1.0
3067,1.0
3076,1.0
3081,1.0
3085,1.0
3086,716.0
3087,1.0
3090,1.0
3091,27.0
3092,14.0
3098,1.0
3108,93.0
3109,717.0
3111,233.0
3112,718.0
3114,278.0
3115,662.0
3116,719.0
3118,93.0
3119,188.0
3120,613.0
3122,64.0
3123,360.0
3124,42.0
3125,720.0
3126,721.0
3127,722.0
3129,723.0
3131,9.0
3132,724.0
3133,725.0
3135,1.0
3138,233.0
3139,75.0
3140,726.0
3141,70.0
3142,1.0
3144,727.0
3145,728.0
3146,729.0
3148,9.0
3149,730.0
3150,1.0
3153,731.0
3154,64.0
3155,48.0
3156,732.0
3157,64.0
3158,733.0
3160,734.0
3161,1.0
3162,10.0
3163,735.0
3164,188.0
3166,736.0
3167,737.0
3168,255.0
3169,612.0
3170,738.0
3171,75.0
3172,739.0
3173,1.0
3175,116.0
3176,41.0
3177,740.0
3178,741.0
3179,56.0
3181,1.0
3182,229.0
3183,742.0
3184,743.0
3186,744.0
3188,365.0
3189,1.0
3193,745.0
3198,746.0
3202,747.0
3206,748.0
3207,380.0
3210,749.0
3211,95.0
3212,20.0
3214,750.0
3215,1.0
3217,315.0
3221,751.0
3222,251.0
3224,752.0
3234,1.0
3239,42.0
3240,93.0
3242,753.0
3243,754.0
3245,755.0
3248,176.0
